
0.000000 0.044580
0.049087 0.047534
0.098175 0.169427
0.147262 0.103430
0.196350 0.167471
0.245437 0.227833
0.294524 0.275423
0.343612 0.340493
0.392699 0.374525
0.441786 0.381018
0.490874 0.448738
0.539961 0.447408
0.589049 0.531144
0.638136 0.597798
0.687223 0.712460
0.736311 0.638941
0.785398 0.738768
0.834486 0.752278
0.883573 0.725091
0.932660 0.755323
0.981748 0.807153
1.030835 0.808599
1.079922 0.875007
1.129010 0.892859
1.178097 0.835922
1.227185 0.985538
1.276272 0.909839
1.325359 1.024165
1.374447 0.985200
1.423534 1.028637
1.472622 0.921949
1.521709 1.003924
1.570796 0.972691
1.619884 0.960291
1.668971 0.979666
1.718058 1.038409
1.767146 0.931366
1.816233 0.991017
1.865321 0.911516
1.914408 0.970137
1.963495 0.976068
2.012583 0.859992
2.061670 0.931808
2.110758 0.791288
2.159845 0.797839
2.208932 0.839990
2.258020 0.752873
2.307107 0.692510
2.356194 0.665474
2.405282 0.648884
2.454369 0.661060
2.503457 0.598712
2.552544 0.482230
2.601631 0.535015
2.650719 0.505251
2.699806 0.475409
2.748893 0.404776
2.797981 0.328020
2.847068 0.304279
2.896156 0.169260
2.945243 0.192800
2.994330 0.120227
3.043418 0.102992
3.092505 0.079193
3.141593 0.038111
3.190680 -0.042878
3.239767 -0.064009
3.288855 -0.204706
3.337942 -0.261890
3.387030 -0.301077
3.436117 -0.377842
3.485204 -0.383793
3.534292 -0.389069
3.583379 -0.421041
3.632467 -0.502481
3.681554 -0.526130
3.730641 -0.559713
3.779729 -0.551502
3.828816 -0.647868
3.877903 -0.707385
3.926991 -0.725333
3.976078 -0.751538
4.025166 -0.693444
4.074253 -0.726759
4.123340 -0.737095
4.172428 -0.777907
4.221515 -0.973812
4.270603 -0.862637
4.319690 -0.946735
4.368777 -0.932211
4.417865 -0.976279
4.466952 -0.957346
4.516039 -0.922011
4.565127 -1.011825
4.614214 -1.063978
4.663301 -1.028860
4.712389 -0.988110
4.761477 -1.070034
4.810564 -1.004399
4.859651 -0.984953
4.908739 -0.957223
4.957826 -0.978054
5.006913 -0.939978
5.056001 -1.008148
5.105088 -0.842684
5.154175 -0.863823
5.203263 -0.841887
5.252350 -0.819353
5.301437 -0.821735
5.350525 -0.859099
5.399612 -0.815758
5.448700 -0.787029
5.497787 -0.733713
5.546875 -0.610960
5.595962 -0.646499
5.645049 -0.546359
5.694137 -0.606704
5.743224 -0.470975
5.792312 -0.496750
5.841399 -0.367620
5.890486 -0.363431
5.939574 -0.319192
5.988661 -0.237332
6.037748 -0.184884
6.086836 -0.223290
6.135923 -0.143101
6.185010 -0.081768
6.234098 -0.050873
6.283185 0.040236
6.332273 0.102890
6.381360 0.121633
6.430448 0.186317
6.479535 0.239570
6.528622 0.181291
6.577710 0.349523
6.626797 0.311858
6.675884 0.381031
6.724972 0.465333
6.774059 0.520136
6.823146 0.528092
6.872234 0.653649
6.921321 0.645291
6.970409 0.609564
7.019496 0.675530
7.068583 0.713686
7.117671 0.684487
7.166758 0.733966
7.215846 0.805885
7.264933 0.897307
7.314021 0.882290
7.363108 0.821157
7.412195 0.907556
7.461283 0.916074
7.510370 0.930429
7.559457 0.994158
7.608545 0.931503
7.657632 1.001278
7.706719 0.938801
7.755807 1.054034
7.804894 1.009864
7.853981 1.011388
7.903069 0.994420
7.952157 1.032911
8.001244 0.966956
8.050331 0.920076
8.099419 0.998670
8.148506 0.958810
8.197594 0.957654
