
0.000000 0.000000
0.392687 0.382673
0.785375 0.707090
1.178063 0.923866
1.570750 1.000000
1.963438 0.923902
2.356125 0.707156
2.748812 0.382758
3.141500 0.000093
3.534188 -0.382587
3.926875 -0.707025
4.319562 -0.923831
4.712250 -1.000000
5.104938 -0.923937
5.497625 -0.707222
5.890313 -0.382844
6.283000 -0.000185
6.675687 0.382501
7.068375 0.706959
7.461062 0.923795
7.853750 1.000000
8.246437 0.923973
8.639125 0.707287
9.031813 0.382929
9.424500 0.000277
9.817187 -0.382416
10.209875 -0.706894
10.602563 -0.923760
10.995250 -1.000000
11.387938 -0.924008
11.780625 -0.707352
12.173312 -0.383015
12.566000 -0.000371
12.958688 0.382331
13.351375 0.706828
13.744062 0.923724
14.136750 1.000000
14.529437 0.924044
14.922125 0.707418
15.314813 0.383101
15.707500 0.000463
16.100187 -0.382244
16.492874 -0.706762
16.885563 -0.923689
17.278250 -1.000000
17.670937 -0.924079
18.063625 -0.707483
18.456312 -0.383187
18.849001 -0.000555
19.241688 0.382159
19.634375 0.706697
20.027063 0.923654
20.419750 1.000000
20.812437 0.924114
21.205126 0.707548
21.597813 0.383272
21.990499 0.000649
22.383188 -0.382074
22.775875 -0.706632
23.168562 -0.923618
23.561251 -1.000000
23.953938 -0.924150
24.346624 -0.707615
24.739313 -0.383357
